Title,Manufacturer,Amps,Voltage,Max. Voltage,Enclosure,Description,Link
50 Amp 3 Pole Circuit Breaker CED134050,FEDERAL PIONEER,50 amps,480 volts,,,Model  CED134050   Used   50 amps   CED   3   Bolt-On   480 volts   3-phase   Interrupting Rating: 14kA   Protection: Thermal Magnetic,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-ced134050
70 Amp 3 Pole Circuit Breaker NFJ,FEDERAL PIONEER,70 amps,600 volts,,,Model  NFJ   Used   70 amps   NFJ   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/70-amp-3-pole-circuit-breaker-nfj
14-20 Amp Motor Circuit Breaker 3RV1031-4BA10,SIEMENS,14-20 amps,,,,Model  3RV1031-4BA10   GERMANY   Surplus New   14-20 amps   3   Size: S2   Trip Class: 10  Amp Range: 14-20 amp   Terminal Type: Screw  Mounting: DIN Rail   Interrupting Rating: 5kA,https://www.lenmark.com//collections/breakers/products/14-20-amp-motor-circuit-breaker-3rv1031-4ba10
50 Amp 3 Pole Circuit Breaker NENL34050,MERLIN GERIN,50 amps,480 volts,,,"Model  NENL34050   Used   50 amps   3   Bolt-On   480 volts   3-phase   Specifications:  Sub-Category: Molded Case Family: Compact Type: NSE100N Connection: Feed-Thru Protection: Thermal Magnetic Functions: LI - Long-Time and Instantaneous AIC Rating: 65kA @ 240V, 18kA @ 480V",https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-nenl34050
20 Amp Circuit Breaker NA320,FEDERAL PIONEER,20 amps,240 volts,,,Model  NA or NB3P20   Used   20 amps   3   Plug-In   240 volts   3-phase   No   No,https://www.lenmark.com//collections/breakers/products/20-amp-circuit-breaker-na320
50 Amp 3 Pole Circuit Breaker FAL36050-16M,SQUARE D,50 amps,600 volts,,,Model  FAL36050-16M   Used   50 amps   FAL   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-fal36050-16m
125 Amp 3 Pole Circuit Breaker HFJ631125,FEDERAL PIONEER,125 amps,600 volts,,,Model  HFJ631125   Used   125 amps   HFJ   3   Bolt-On   600 volts   3-phase   No   No,https://www.lenmark.com//collections/breakers/products/125-amp-3-pole-circuit-breaker-hfj631125
125 Amp 3 Pole Circuit Breaker FB3125S,WESTINGHOUSE,125 amps,600 volts,,,Model  FB3125S   Used   125 amps   FB   3   Bolt-On   600 volts   3-phase   Protection : Thermal Magnetic  Functions : LI - Long-Time and Instantaneous  AIC Rating: 14kA@480V,https://www.lenmark.com//collections/breakers/products/125-amp-3-pole-circuit-breaker-fb3125s
40 Amp 3 Pole Circuit Breaker QO340CP,SCHNEIDER ELECTRIC,40 amps,240 volts,,,Model  QO340CP   Surplus New   40 amps   QO   3   Plug-In   240 volts   3-phase   Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/40-amp-3-pole-circuit-breaker-qo340cp
125 Amp 3 Pole Circuit Breaker TFJ236125,GENERAL ELECTRIC,125 amps,600 volts,,,Model  TFJ236125   Used   125 amps   TFJ   3   Bolt-On   600 volts   3-phase   Specifications:  Sub-Category: Molded Case Family: F225 Line Type: TFJ Protection: Thermal Magnetic Functions: LI - Long-Time and Instantaneous AIC Rating: 22kA @ 480V,https://www.lenmark.com//collections/breakers/products/125-amp-3-pole-circuit-breaker-tfj236125
50 Amp 1 Pole Circuit Breaker FHP17050,SQUARE D,50 amps,,,,"Model  FHP17050   UNITED STATES   Used   50 amps   FHP   1   Bolt-On   Single-phase   Specifications:  Molded Case Type FHP F Frame Connection: Bolt-on Protection: Thermal Magnetic 1-pole, 347 volts",https://www.lenmark.com//collections/breakers/products/50-amp-1-pole-circuit-breaker-fhp17050
100 Amp 2 Pole Circuit Breaker FAE26100,SQUARE D,100 amps,600 volts,,,Model  FAE26100   Used   100 amps   FAE   2   Plug-In   600 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/100-amp-2-pole-circuit-breaker-fae26100
Circuit Breaker Current Limiter ELC3100R,WESTINGHOUSE,100 amps,600 volts,,,Model  ELC3100R   UNITED STATES   Used   100 amps   3   600 volts   3-phase   Specifications:   Style: 1231C03G18  Use only with: 100 amp HMCP  Interrupting Rating: 200kA (Sym) @ 600V  Amperage : 100 amp,https://www.lenmark.com//collections/breakers/products/circuit-breaker-current-limiter-elc3100r
50 Amp 3 Pole Circuit Breaker FHL36050,SQUARE D,50 amps,600 volts,,,Model  FHL36050   Used   50 amps   FAL   3   600 volts   3-phase   Interrupting Rating:  18kA @ 600V 25kA @ 480V 65kA @ 240V,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-fhl36050
40 Amp 3 Pole Circuit Breaker QBHW3040H,CUTLER-HAMMER,40 amps,240 volts,,,Model  HACR340   Used   40 amps   QBHW   3   Bolt-On   240 volts   Single-phase   Interrupting Capacity: 22kA at 240V,https://www.lenmark.com//collections/breakers/products/40-amp-3-pole-circuit-breaker-qbhw3040h
63 Amp Multi 9 Circuit Breaker C60N,MERLIN GERIN,63 amps,400 volts,,,Model  C60N   BELGIUM   Used   63 amps   C   3   Plug-In   400 volts   Multi 9 C60N Circuit Breaker   Series: Multi 9  Model: C60N  Voltage: 400  Poles: 3  Multi 9 MX+OF Shunt Release Trip with Auxiliary Switch  Series: Multi 9  Model: MX+OF  Auxiliaries: 2  VDC: 48V  VAC: 110-130V,https://www.lenmark.com//collections/breakers/products/multi-9-circuit-breaker-c60n
8 Amp Magnetic Circuit Breaker AP112 M39019/05-244,AIRPAX,8 amps,240 volts,,,Model  AP112 M39019/05-244   -- None --   8 amps   3   240 volts,https://www.lenmark.com//collections/breakers/products/8-amp-magnetic-circuit-breaker-ap112-m39019-05-244
50 Amp 3 Pole Circuit Breaker HMCP050K2C,WESTINGHOUSE,50 amps,600 volts,,,Model  HMCP050K2C   Used   50 amps   3   Bolt-On   600 volts   3-phase   Series : C,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-hmcp050k2c
30 Amp 2 Pole Circuit Breaker QBH230,COMMANDER,30 amps,240 volts,,,Model  QBH230   Used   30 amps   2   Bolt-On   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-qbh230
60 Amp 3 Pole Circuit Breaker BA360,CUTLER-HAMMER,60 amps,240 volts,,,Model  BA360   Used   60 amps   QO   3   Bolt-On   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-ba360
40 Amp 3 Pole Circuit Breaker FA26040AC,SQUARE D,40 amps,600 volts,,,Model  FA26040AC   Used   40 amps   FA   2   Plug-In   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/40-amp-3-pole-circuit-breaker-fa26040ac
90 Amp 3 Pole Circuit Breaker LK5675,SQUARE D,90 amps,600 volts,,,Model  LK5675   Used   90 amps   LK   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/90-amp-3-pole-circuit-breaker-lk5675
70 Amp 2 Pole Circuit Breaker CHED-6,FEDERAL PIONEER,70 amps,600 volts,,,Model  CHED-6   Used   70 amps   CHED   2   Bolt-On   600 volts   Single-phase   No   No   Interrupting Capacity:  42kA at 240V 25kA at 480V 14kA at 600V,https://www.lenmark.com//collections/breakers/products/70-amp-2-pole-circuit-breaker-ched-6
30 Amp 1 Pole Circuit Breaker BR130,WESTINGHOUSE,30 amps,120 volts,,,Model  BR130   Used   30 amps   QBGF   1   Bolt-On   120 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker-qbgf1030
100 Amp 2 Pole Circuit Breaker BRH2100,EATON,100 amps,120/240 volts,,,Model  BRH2100   Used   100 amps   BRH   2   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/100-amp-2-pole-circuit-breaker-brh2100-1
125 Amp 3 Pole Circuit Breaker TQD32125,GENERAL ELECTRIC,125 amps,240 volts,,,Model  TQD32125   UNITED STATES   Used   125 amps   TQD   3   Bolt-On   240 volts   3-phase  Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/125-amp-3-pole-circuit-breaker-tqd32125
30 Amp 2 Pole Circuit Breaker QCB230,SYLVANIA,30 amps,120/240 volts,,,Model  QCB230   Used   30 amps   QCB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-qcb30
20 Amp 2 Pole Circuit Breaker MP220,MURRAY,20 amps,120/240 volts,,,Model  MP220   Used   20 amps   MP-GT   2   Plug-In   120/240 volts   Single-phase   Yes  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-gfci-circuit-breaker-mp220gf-mp-gt
60 Amp 2 Pole Circuit Breaker BA260,CUTLER-HAMMER,60 amps,120/240 volts,,,Model  BA260   Used   60 amps   BA   2   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/60-amp-2-pole-circuit-breaker-ba260-1
60 Amp 3 Pole Circuit Breaker QOB360,SQUARE D,60 amps,240 volts,,,Model  QOB360   UNITED STATES   Used   60 amps   QOB   3   Bolt-On   240 volts   3-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-qob360-1
100 Amp 3 Pole Circuit Breaker FAL36000M,SQUARE D,100 amps,600 volts,,,Model  FAL36000M   Used   100 amps   2   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/100-amp-3-pole-circuit-breaker-fal36000m
45 Amp 3 Pole Circuit Breaker THHQB345,GENERAL ELECTRIC,45 amps,240 volts,,,Model  THHQB345   Used   45 amps   THHQB   3   Bolt-On   240 volts   3-phase   Interrupting Capacity: 22 kA at 240V,https://www.lenmark.com//collections/breakers/products/45-amp-3-pole-circuit-breaker-thhqb32045
15 Amp 1 Pole GFCI Circuit Breaker BF115,SIEMENS,15 amps,120/240 volts,,,Model  BF115   PHILIPPINES   Surplus New   15 amps   1   Bolt-On   120/240 volts   Single-phase   Yes  Type: BLF2,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-gfci-circuit-breaker-bf115
30 Amp 1 Pole GFCI Circuit Breaker BLE2,SIEMENS,30 amps,120/240 volts,,,Model  BLE2   PHILIPPINES   Surplus New   30 amps   1   Bolt-On   120/240 volts   Single-phase   Yes,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-gfci-circuit-breaker-ble2
60 Amp 2 Pole Circuit Breaker BA260,EATON,60 amps,120/240 volts,,,Model  BA260   DOMINICAN REPUBLIC   Used   60 amps   BA   2   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/60-amp-2-pole-circuit-breaker-ba260
15 Amp 2 Pole Circuit Breaker BAB2015H,CUTLER-HAMMER,15 amps,120/240 volts,,,Model  BAB2015H   DOMINICAN REPUBLIC   Surplus New   15 amps   BAB   2   Bolt-On   120/240 volts   Single-phase   Interrupting Rating: 10kA,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-bab2015h
15 Amp 1 Pole GFCI Circuit Breaker BE115,SIEMENS,15 amps,120 volts,,,Model  BE115   Used   15 amps   BE   1   Bolt-On   120 volts   Single-phase   Yes,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-gfci-circuit-breaker-be115
15 Amp 3 Pole Stab-Lok Circuit Breaker NB315,FEDERAL PIONEER,,,,,Model  NB315   Used   Interrupting Rating: 10KA,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-stab-lok-circuit-breaker-nb315
100 Amp 3 Pole Circuit Breaker 600 V HFB3100,WESTINGHOUSE,,,,,Model  HFB3100   CANADA   Used   Style: 4976D04G44  Interrupting Capacity:  65 kA @ 240 V 25 kA @ 480 V 18 kA @ 600 V,https://www.lenmark.com//collections/breakers/products/100-amp-3-pole-circuit-breaker-600-v-hfb3100
70 Amp 3 Pole Circuit Breaker HFB3070,WESTINGHOUSE,70 amps,600 volts,,,Model  HFB3070   CANADA   Used   70 amps   MARK 75   3   Bolt-On   600 volts   3-phase   Style: 4976D04G42  Interrupting Capacity:  65 kA @ 240 V 25 kA @ 480 V 18 kA @ 600 V,https://www.lenmark.com//collections/breakers/products/70-amp-3-pole-circuit-breaker-hfb3070-1
100 Amp 3 Pole Circuit Breaker 999316,SQUARE D,,,,,Model  999316   Used,https://www.lenmark.com//collections/breakers/products/100-amp-3-pole-circuit-breaker-999316
20 Amp 3 Pole Circuit Breaker NA320,FEDERAL PIONEER,,,,,Model  NA320   Used   Current Interrupting Rating: 10 kA,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-na320
150 Amp 3 Pole Circuit Breaker JA3150,WESTINGHOUSE,150 amps,600 volts,,,Model  JA3150   CANADA   Used   150 amps   JA   3   Bolt-On   600 volts   3-phase   Style: 371D957G16  Mag. Trip ADJ.: 1500-750 Amps,https://www.lenmark.com//collections/breakers/products/150-amp-3-pole-circuit-breaker-ja3150-2
50 Amp 3 Pole Circuit Breaker AB DE-ION,WESTINGHOUSE,50 amps,600 volts,,,Made In  CANADA   Used   50 amps   AB DE-ION   3   Bolt-On   600 volts   3-phase   Frame: F  Style: 1531786,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-ab-de-ion
30 Amp 3 Pole Circuit Breaker FAL36030,SQUARE D,30 amps,600 volts,,,Model  FAL36030   CANADA   Used   30 amps   FAL   3   Bolt-On   600 volts   3-phase   Interrupting Rating : 18kA   Protection: Thermal Magnetic,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-fal36030
Stab-lok 30 Amp 1 Pole Circuit Breaker NC130,FEDERAL PIONEER,30 amps,120/240 volts,,,Model  NC130   Good   30 amps   NC   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/stab-lok-30-amp-1-pole-circuit-breaker-nc130
Ground Fault Circuit Protector E-30A,EMOH,,,,,Model  E-30A   Good   Yes   Class: 'A'  Rating: 115V 30A  Hertz: 60Hz  Sensitivity: 5MA,https://www.lenmark.com//collections/breakers/products/ground-fault-circuit-protector-e-30a
30 Amp 3 Pole Circuit Breaker FA34030,SQUARE D,30 amps,480 volts,,,Model  FA34030   Used   30 amps   FA   3   Plug-In   480 volts   3-phase   Interrupting Rating: 14kA   Protection: Thermal Magnetic,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-fa34030
Stab-lok 15 Amp 2 Pole Circuit Breaker NA215,FEDERAL PIONEER,15 amps,120/240 volts,,,Model  NA215   Used   15 amps   NA   2   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/stab-lok-15-amp-2-pole-circuit-breaker-na215-3
30 Amp 1 Pole Stab-lok Circuit Breaker NC130,FEDERAL PIONEER,30 amps,230 volts,,,Model  NC130   MEXICO   Used   30 amps   NC   1   Plug-In   230 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-stab-lok-circuit-breaker-nc130
Stab-lok 20 Amp 1 Pole Circuit Breaker NC120,FEDERAL PIONEER,20 amps,120/240 volts,,,Model  NC120   MEXICO   Used   20 amps   NC   1   Plug-In   120/240 volts   Single-phase   Interrupting Rating: 10kA   Protection: Thermal Magnetic,https://www.lenmark.com//collections/breakers/products/stab-lok-20-amp-1-pole-circuit-breaker-nc120
40 Amp 3 Pole Circuit Breaker FAL36040,SQUARE D,40 amps,600 volts,,,Model  FAL36040   UNITED STATES   Used   40 amps   FAL   3   Bolt-On   600 volts   3-phase   Interrupting Rating: 14kA   Protection: Thermal Magnetic,https://www.lenmark.com//collections/breakers/products/40-amp-3-pole-circuit-breaker-fal36040-3
50 Amp 2 Pole Circuit Breaker QBH2050,EATON,50 amps,,,,"Model  QBH2050   DOMINICAN REPUBLIC   Used   50 amps   2   Bolt-On   Multi-phase  Interrupting Rating : 10,000 @ 347/600 VAC/CA & 14,000 125/250 VDC/CC",https://www.lenmark.com//collections/breakers/products/50-amp-2-pole-circuit-breaker-qbh2050
63 Amp 3 Pole Circuit Breaker NZM 6b-63,KLOCKNER-MOELLER,63 amps,600 volts,,,Model  NZM 6b-63   Used   63 amps   NZM   3   Bolt-On   600 volts   3-phase   Interrupting Rating:  18kA at 240V 14kA at 480V 14kA at 600V,https://www.lenmark.com//collections/breakers/products/63-amp-3-pole-circuit-breaker-nzm-6b-64
60 Amp 3 Pole Circuit Breaker BAB3060H,CUTLER-HAMMER,60 amps,240 volts,,,Model  BAB3060H   UNITED STATES   Used   60 amps   BA   3   Bolt-On   240 volts  Interrupting Rating: 10 kA,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-bab3060h-5
15 Amp Bolt On GFCI Breaker GFCBB115,WESTINGHOUSE,15 amps,240 volts,,,Model  GFCBB115   Used   15 amps   1   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/15-amp-bolt-on-gfci-breaker-gfcbb115
225 Amp 3 Pole Circuit Breaker Q2L3225,SQUARE D,225 amps,240 volts,,,Model  Q2L3225   Used   225 amps   Q2L   3   Bolt-On   240 volts   3-phase   No   No,https://www.lenmark.com//collections/breakers/products/225-amp-3-pole-circuit-breaker-q2l3225-1
63 Amp 3 Pole Circuit Breaker NZM 6b-63,KLOCKNER-MOELLER,63 amps,600 volts,,,Model  NZM 6b-63   Used   63 amps   NZM   3   Bolt-On   600 volts   3-phase   Interrupting Rating:  18kA at 240V 14kA at 480V 14kA at 600V,https://www.lenmark.com//collections/breakers/products/63-amp-3-pole-circuit-breaker-nzm-6b-63
40 Amp 2 Pole Circuit Breaker GBH2040,EATON,40 amps,347/600 volts,,,Model  GBH2040   Used   40 amps   GBH   2   Bolt-On   347/600 volts   Single-phase   Specifications:  Molded Case Family: Series C Type: GBH G Frame Connection Bolt-on Protection: Thermal Magnetic Functions LI - Long-Time and Instantaneous Interrupting Rating: 10kA @ 347V,https://www.lenmark.com//collections/breakers/products/40-amp-2-pole-circuit-breaker-gbh2040
15 Amp 1 Pole Circuit Breaker BQD6115,SIEMENS,15 amps,240 volts,,,Model  BQD6115   Used   15 amps   1   240 volts   Single-phase   Voltage: 347 V,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-circuit-breaker-bqd6115-3
15 Amp 2 Pole Stab-lok Circuit Breaker NC215,FEDERAL PIONEER,15 amps,240 volts,,,Model  NC215   Used   15 amps   NC   2   Plug-In   240 volts   Single-phase   No   No,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-stab-lok-circuit-breaker-nc215-2
20 Amp 2 Poles Circuit Breaker EHB4220,SQUARE D,20 amps,480 volts,,,Model  EHB4220   Used   20 amps   EHB4   2   Bolt-On   480 volts,https://www.lenmark.com//collections/breakers/products/no-title-3
90 Amp 3 Pole Circuit Breaker F3090,WESTINGHOUSE,90 amps,600 volts,,,Model  F3090   CANADA   Used   90 amps   F   3   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/90-amp-3-pole-circuit-breaker-f3090
225 Amp 3 Pole Circuit Breaker,GENERAL ELECTRIC,225 amps,600 volts,,,Condition  Used   225 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/225-amp-3-pole-circuit-breaker-e11592-r
90 Amp 3 Pole Circuit Breaker F3090,WESTINGHOUSE,90 amps,600 volts,,,Model  F3090   CANADA   Used   90 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/90-amp-3-pole-circuit-breaker-f3090-1
40 Amp 2 Pole Circuit Breaker NB240,FEDERAL PIONEER,40 amps,120/240 volts,,,Model  NB240   Used   40 amps   NB   2   Bolt-On   120/240 volts   Single-phase   Interrupting Rating: 10kA,https://www.lenmark.com//collections/breakers/products/40-amp-2-pole-circuit-breaker-nb240-1
30 Amp 3 Pole Circuit Breaker ED63A030,SIEMENS,30 amps,600 volts,,,Model  ED63A030   UNITED STATES   Used   30 amps   ED   3   Bolt-On   600 volts   3-phase   Specifications:  Molded Case Family: Sentron Series Type: ED Frame Size: ED Frame Protection: Magnetic Only Functions: I - Instantaneous Magnetic Range: 80-270 Amp Interrupting Rating: 25kA @ 480V,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-ed63a030
60 Amp 3 Pole Circuit Breaker B360,SIEMENS,60 amps,240 volts,,,Model  B360   MEXICO   Used   60 amps   B   3   Bolt-On   240 volts   Single-phase   Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-b360-2
Motor Protection Circuit Breaker PKZM0-32,MOELLER,,,,,"Model  PKZM0-32   Used   Rated operating voltage: 690Vac   Operating temperature range: -25°C to +55°C  Temperature compensated range: -5°C to +40°C   Adjustable current trip level: 0.6 ? 1.0 x nominal rating  Short-circuit trip level (fixed): 14x nominal rating   Single-phase-failure sensitivity to : IEC60947-4-1  Approvals: UL, CSA, LROS, GL   Standards: IEC (EN60) 947-1 general, 947-2 Circuit breakers, 1-4 switch disconnectors, 1-5 Motor starters, 1-6 Electrical equipment of machines",https://www.lenmark.com//collections/breakers/products/motor-protection-circuit-breaker-pkzm0-32
50 Amp 2 Pole Circuit Breaker ED2050,WESTINGHOUSE,50 amps,600 volts,,,Model  ED2050   CANADA   Used   50 amps   C   2   Bolt-On   600 volts   Single-phase   Specifications:   Style: 8985AB1G30  Molded Case  Family: Series C  Type ED  F Frame  Protection: Thermal Magnetic  Functions LI - Long-Time and Instantaneous  Interrupting Rating: 35kA @ 480V,https://www.lenmark.com//collections/breakers/products/50-amp-2-pole-circuit-breaker-ed2050
30 Amp 3 Pole Circuit Breaker FAL/ HFB/ FB-S,SQUARE D,30 amps,600 volts,,,Model  FAL/ HFB/ FB-S   Used   30 amps   3   Bolt-On   600 volts   3-phase   Specifications:   Sub-Category: Molded Case  Connection: Feed-Thru  Protection: Thermal Magnetic  Functions: LI - Long-Time and Instantaneous  AIC Rating: 18kA @ 480V,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-fal-hfb-fb-s
90 Amp 3 Pole Circuit Breaker THLC134090,GENERAL ELECTRIC,90 amps,600 volts,,,Model  THLC134090   Used   90 amps   THL   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/90-amp-3-pole-circuit-breaker-thlc134090
250 Amp Bolt On Circuit Breaker DILM250/22,MOELLER,250 amps,600 volts,,,Model  DILM250/22(RA250)   Used   250 amps   RA   3   Bolt-On   600 volts   3-phase   No   No,https://www.lenmark.com//collections/breakers/products/250-amp-bolt-on-circuit-breaker-dilm250-22
63 Amp 3 Pole Circuit Breaker NZM 6b-63,MOELLER,63 amps,600 volts,,,Model  NZM 6b-63   Used   63 amps   NZM   3   Bolt-On   600 volts   3-phase   No   No,https://www.lenmark.com//collections/breakers/products/63-amp-3-pole-circuit-breaker-nzm-6b-65
6 & 5 Amp 2 Pole Circuit Breaker 1492-ACB-H1 & 1492-CB1-G050,ALLEN-BRADLEY,6 & 5 amps,,,,Model  1492-ACB-H1 & 1492-CB1-G050   Used   6 & 5 amps   B & C   2   Plug-In   Single-phase   Breaker 1  Model: 1492-ACB-H1  Amps: 6A  Voltage: 277VAC  Breaker 2  Model: 1492-CB1-G050  Amps: 5A  Voltage: 277VAC,https://www.lenmark.com//collections/breakers/products/6-5-amp-2-pole-circuit-breaker-1492-acb-h1-1492-cb1-g050
50 Amp Trip Block Unit ZM6a-50-NA,MOELLER,50 amps,600 volts,,,Model  ZM6a-50-NA   Used   50 amps   ZM   3   Plug-In   600 volts   3-phase   Instantaneous Trip: 400-800 amp,https://www.lenmark.com//collections/breakers/products/50-amp-trip-block-unit-zm6a-50-na
60 Amp Trip Block Unit ZM6-60-500-oBi-CNA,MOELLER,60 amps,600 volts,,,Model  ZM6-60-500-oBi-CNA   GERMANY   Surplus New   60 amps   ZM6   3   Plug-In   600 volts   3-phase   Instantaneous Trip: 260-500 amp,https://www.lenmark.com//collections/breakers/products/60-amp-trip-block-unit-zm6-60-500-obi-cna
60 Amp 3 Pole Circuit Breaker NZM 6B-63,MOELLER,60 amps,600 volts,,,Model  NZM 6B-63   Used   60 amps   NZM   3   Bolt-On   600 volts   3-phase   Interrupting Rating: 25kA,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-nzm-6b-63
20 Amp 3 Pole Circuit Breaker,CHALLENGER,20 amps,120/240 volts,,,Condition  Used   20 amps   N/A   3   Bolt-On   120/240 volts   3-phase   No   No,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker
40 Amp 2 Pole Circuit Breaker QBH240,COMMANDER,40 amps,240 volts,,,Model  QBH240   Used   40 amps   2   Bolt-On   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/40-amp-2-pole-circuit-breaker-qbh240
Stab Lok 15 Amp 1 Pole GFCI Circuit Breaker NAGF115,FEDERAL PIONEER,15 amps,240 volts,,,Model  NAGF15   Used   15 amps   NAGF   1   Plug-In   240 volts   Single-phase   No   Yes,https://www.lenmark.com//collections/breakers/products/stab-lok-15-amp-1-pole-gfci-circuit-breaker-nagf115
25 Amp Breaker QBHW3025H,EATON,25 amps,240 volts,,,Model  QBHW3025H   Used   25 amps   3   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/25-amp-breaker-qbhw3025h
60 Amp 3 Pole Circuit Breaker BQ3B060,SIEMENS,60 amps,240 volts,,,Model  BQ3BQ60   Used   60 amps   BQ   3   Bolt-On   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-bq3b060
30 Amp 3 Pole Circuit Breaker FAL34030,SQUARE D,30 amps,480 volts,,,Model  FAL34030   Used   30 amps   FAL   3   Bolt-On   480 volts   3-phase   Sub-Category : Molded Case  Connection : Feed-Thru  Protection : Thermal Magnetic  Functions : LI - Long-Time and Instantaneous  AIC Rating18kA@480V,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-fal34030-1
150 Amp 3 Pole Circuit Breaker HFB3150,WESTINGHOUSE,150 amps,600 volts,,,Model  HFB3150   Used   150 amps   HFB   3   Bolt-On   600 volts   3-phase   Sub-Category: Molded Case  Protection : Thermal Magnetic  Functions LI - Long-Time and Instantaneous  AIC Rating: 25kA@480V,https://www.lenmark.com//collections/breakers/products/150-amp-3-pole-circuit-breaker-hfb3150
30 Amp Circuit Breaker EF3-B030,ITE,30 amps,600 volts,,,Model  EF3-B030   Used   30 amps   3   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/30-amp-circuit-breaker-ef3-b030
50 Amp 3 Pole Circuit Breaker TEC36050,GENERAL ELECTRIC,50 amps,600 volts,,,Model  TEC36050   Used   50 amps   TEC   3   Bolt-On   600 volts   3-phase   Sub-Category : Molded Case  Connection: Feed-Thru  Protection: Magnetic Only  Functions : I - Instantaneous  AIC Rating: 10kA@480V,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-tec36050
70 Amp 3 Pole Circuit Breaker E63B070,ITE,70 amps,600 volts,,,Model  E63B070   Used   70 amps   3   Bolt-On   600 volts   3-phase   Sub-Category: Molded Case  Protection : Thermal Magnetic  Functions : LI - Long-Time and Instantaneous  AIC Rating: 25kA@480V,https://www.lenmark.com//collections/breakers/products/70-amp-3-pole-circuit-breaker-e63b070-1
